name,length,N_obs,N_bad,N_good,N_UL,simbad_name,xrt_curve,uvot_filter,include_bad,include_UL
tab,45,45,22,23,3,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_5_sig,44,44,21,23,2,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_UL,2,2,2,0,2,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_no_UL,42,42,19,23,0,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_BAD,21,21,21,0,2,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_no_BAD,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab_no_UL_no_bad,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,FULL,UVW2,True,True
tab,101,101,27,74,5,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_5_sig,100,100,26,74,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_UL,4,4,4,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_no_UL,96,96,22,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_BAD,26,26,26,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,False
tab,101,101,27,74,5,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_5_sig,100,100,26,74,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_UL,4,4,4,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_no_UL,96,96,22,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_BAD,26,26,26,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,False,True
tab,101,101,27,74,5,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_5_sig,100,100,26,74,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_UL,4,4,4,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_no_UL,96,96,22,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_BAD,26,26,26,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,False
tab,101,101,27,74,5,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_5_sig,100,100,26,74,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_UL,4,4,4,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_no_UL,96,96,22,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_BAD,26,26,26,0,4,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,FULL,V,True,True
tab,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_5_sig,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_no_UL,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_no_BAD,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab_no_UL_no_bad,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,False,False
tab,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_5_sig,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_no_UL,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_no_BAD,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab_no_UL_no_bad,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,HARD,B,True,False
tab,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_5_sig,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_no_UL,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_BAD,5,5,5,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,False,False
tab,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_5_sig,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_no_UL,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_BAD,5,5,5,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,U,True,False
tab,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_5_sig,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_no_UL,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,False,False
tab,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_5_sig,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_no_UL,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVM2,True,False
tab,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_5_sig,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_no_UL,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_BAD,6,6,6,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,False,False
tab,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_5_sig,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_no_UL,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_BAD,6,6,6,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,HARD,UVW1,True,False
tab,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_5_sig,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_no_UL,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_BAD,22,22,22,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_no_BAD,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab_no_UL_no_bad,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,False,False
tab,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_5_sig,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_no_UL,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_BAD,22,22,22,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_no_BAD,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab_no_UL_no_bad,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,HARD,UVW2,True,False
tab,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_5_sig,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_no_UL,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_BAD,27,27,27,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,False,False
tab,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_5_sig,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_no_UL,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_BAD,27,27,27,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,HARD,V,True,False
tab,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_5_sig,128,128,34,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_no_UL,128,128,34,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_BAD,34,34,34,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_no_BAD,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab_no_UL_no_bad,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,False,False
tab,129,129,35,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_5_sig,128,128,34,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_no_UL,128,128,34,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_BAD,34,34,34,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_no_BAD,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab_no_UL_no_bad,94,94,0,94,0,[LM2005]_NGC_4395_ULX1,SOFT,B,True,False
tab,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_5_sig,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_no_UL,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_BAD,5,5,5,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,False,False
tab,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_5_sig,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_no_UL,12,12,5,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_BAD,5,5,5,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,U,True,False
tab,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_5_sig,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_no_UL,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,False,False
tab,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_5_sig,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_no_UL,42,42,35,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_BAD,35,35,35,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVM2,True,False
tab,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_5_sig,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_no_UL,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_BAD,6,6,6,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,False,False
tab,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_5_sig,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_no_UL,13,13,6,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_BAD,6,6,6,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW1,True,False
tab,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_5_sig,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_no_UL,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_BAD,22,22,22,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_no_BAD,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab_no_UL_no_bad,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,False,False
tab,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_5_sig,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_no_UL,45,45,22,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_BAD,22,22,22,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_no_BAD,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab_no_UL_no_bad,23,23,0,23,0,[LM2005]_NGC_4395_ULX1,SOFT,UVW2,True,False
tab,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_5_sig,100,100,26,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_no_UL,100,100,26,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_BAD,26,26,26,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,False,False
tab,101,101,27,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_5_sig,100,100,26,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_no_UL,100,100,26,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_BAD,26,26,26,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_no_BAD,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab_no_UL_no_bad,74,74,0,74,0,[LM2005]_NGC_4395_ULX1,SOFT,V,True,False
tab,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_5_sig,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_no_UL,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_BAD,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,False
tab,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_5_sig,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_no_UL,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_BAD,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,False,True
tab,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_5_sig,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_no_UL,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_BAD,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,False
tab,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_5_sig,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_no_UL,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_BAD,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_no_BAD,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab_no_UL_no_bad,7,7,0,7,0,[LM2005]_NGC_4559_ULX1,FULL,B,True,True
tab,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_5_sig,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_no_UL,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_BAD,3,3,3,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_no_BAD,12,12,0,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab_no_UL_no_bad,12,12,0,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,False
tab,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_5_sig,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_no_UL,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_BAD,3,3,3,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_no_BAD,12,12,0,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab_no_UL_no_bad,12,12,0,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,False,True
tab,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_5_sig,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_UL,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_no_UL,15,15,3,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_BAD,3,3,3,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_no_BAD,12,12,0,12,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
tab_UL_no_bad,0,0,0,0,0,[LM2005]_NGC_4559_ULX1,FULL,U,True,False
